Proveedor,Texto breve material,Material,CATEGORIA,CEDIS MOTOS,Centro,SUCURSAL,TIPO DE SUCURSAL,Año,Mes,Día,Suma de Cantidad
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1093,MACROPAY PETO CALLE 31,PLUS,2026,enero,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1111,MACROPAY ESCARCEGA JUSTO SIERRA,CELULAR,2026,marzo,1,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1123,MACROPAY CARRILLO PTO CALLE 7,CELULAR,2026,enero,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1424,MACROPAY CUN SORIANA KABAH L9,CELULAR,2026,marzo,8,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,MOTOS,2026,marzo,4,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,MOTOS,2026,enero,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,MOTOS,2026,enero,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,MOTOS,2026,enero,4,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,MOTOS,2026,febrero,4,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,PLUS,2026,febrero,8,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,MOTOS,2026,febrero,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,PLUS,2026,enero,17,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1916,MACROPAY TULUM CHEDRAUI L01 PLUS,PLUS,2026,enero,9,-1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1928,MACROPAY UMAN CENTRO,CELULAR,2026,marzo,12,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,MOTOS,2026,enero,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,MOTOS,2026,enero,13,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS MID,2007,MACROPAY PLAYA CHEDRAUI L18,CELULAR,2026,enero,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1500,MACROPAY SALTILLO NOGALERA L12,CELULAR,2026,enero,19,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1729,MACROPAY NUEVO LEON LINARES CENTRO,CELULAR,2026,enero,10,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1772,MACROPAY TORREON CENTRO,PLUS,2026,febrero,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1894,MACROPAY SORIANA MATAMOROS LAURO VILLAR,CELULAR,2026,enero,10,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1898,MACROPAY MATAMOROS CHED DEL NIÑO,CELULAR,2026,marzo,10,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1923,MACROPAY SALTILLO SENDERO SUR LE7-9,PLUS,2026,febrero,9,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1927,MACROPAY MATAMOROS PATIO L25C,PLUS,2026,enero,6,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SALTILLO,1927,MACROPAY MATAMOROS PATIO L25C,PLUS,2026,febrero,28,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1505,MACROPAY LEON SORIANA TORRES LANDA L12,CELULAR,2026,enero,9,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1530,MACROPAY IRAPUATO FRAGARIA LB05,CELULAR,2026,enero,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1530,MACROPAY IRAPUATO FRAGARIA LB05,CELULAR,2026,marzo,25,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1753,MACROPAY TAMPICO CENTRO ADUANA,PLUS,2026,enero,24,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1753,MACROPAY TAMPICO CENTRO ADUANA,PLUS,2026,febrero,4,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1759,MACROPAY SLP RIO VERDE CENTRO,CELULAR,2026,marzo,13,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1822,MACROPAY SAN FCO DEL RINCON GALERIAS,CELULAR,2026,febrero,1,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1855,MACROPAY SAN LUIS DE LA PAZ CENTRO,PLUS,2026,marzo,11,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,PLUS,2026,febrero,3,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,PLUS,2026,marzo,6,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS SAN LUIS,1917,FRESNILLO CENTRO REFORMA,CELULAR,2026,enero,17,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1094,MACROPAY MACUSPANA MIGUEL H 332,CELULAR,2026,enero,26,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1105,MACROPAY COMITAN SUR ORIENTE,CELULAR,2026,enero,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1117,MACROPAY FRONTERA JUAREZ,CELULAR,2026,marzo,14,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1124,MACROPAY TEAPA GREGORIO,CELULAR,2026,enero,30,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1125,MACROPAY CUNDUACAN CENTRAL,PLUS,2026,enero,4,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1148,MACROPAY MATIAS ROMERO ILUSTRES,CELULAR,2026,febrero,19,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1157,MACROPAY VILLA PINO SUAREZ,CELULAR,2026,enero,6,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1167,MACROPAY VILLA LERDO DE TEJADA,CELULAR,2026,enero,13,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1182,MACROPAY PIJIJIAPAN SEGUNDA NTE,CELULAR,2026,febrero,22,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,CELULAR,2026,febrero,28,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1323,MACROPAY TUX NOVENA SUR,CELULAR,2026,febrero,24,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1323,MACROPAY TUX NOVENA SUR,CELULAR,2026,marzo,3,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1375,MACROPAY MINATITLAN MIGUEL HIDALGO,CELULAR,2026,enero,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1420,MACROPAY MAPASTEPEC FCO SARABIA,CELULAR,2026,febrero,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1610,MACROPAY VER LAS CHOAPAS PLAN DE AYALA,CELULAR,2026,marzo,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,PLUS,2026,enero,13,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,PLUS,2026,febrero,9,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1768,MACROPAY VILLA LERDO DE TEJADA 2 316,PLUS,2026,enero,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1768,MACROPAY VILLA LERDO DE TEJADA 2 316,PLUS,2026,enero,29,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1768,MACROPAY VILLA LERDO DE TEJADA 2 316,PLUS,2026,febrero,7,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1786,MACROPAY NANCHITAL CENTRO,CELULAR,2026,febrero,3,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1789,MACROPAY ACAYUCAN CENTRO,CELULAR,2026,enero,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1791,MACROPAY CHI REFORMA CENTRO,CELULAR,2026,marzo,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1796,MACROPAY COATZACOALCOS JUAREZ MOTOS,MOTOS,2026,enero,10,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1796,MACROPAY COATZACOALCOS JUAREZ MOTOS,MOTOS,2026,febrero,20,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1796,MACROPAY COATZACOALCOS JUAREZ MOTOS,MOTOS,2026,marzo,28,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1798,MACROPAY VER SAN ANDRES MOTOS,MOTOS,2026,febrero,18,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1802,MACROPAY CARDENAS PORTALES CENTRO,PLUS,2026,enero,13,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1802,MACROPAY CARDENAS PORTALES CENTRO,PLUS,2026,febrero,6,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1803,MACROPAY COATZA MERCADO MORELOS,PLUS,2026,febrero,25,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,MOTOS,2026,febrero,26,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,MOTOS,2026,febrero,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,MOTOS,2026,marzo,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,PLUS,2026,enero,28,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1901,MACROPAY MACUSPANA MOTOS,MOTOS,2026,febrero,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,CEDIS TAB PXGL,1901,MACROPAY MACUSPANA MOTOS,MOTOS,2026,febrero,28,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,SIN VENTA MOTOS,1377,MACROPAY BOCA DEL RIO EL DORADO LJ2,CELULAR,2026,febrero,15,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, GRIS",108635001,SCOOTER,SIN VENTA MOTOS,1513,MACROPAY OLUTA SORIANA L1-2,CELULAR,2026,febrero,11,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1128,MACROPAY OCOTLAN  ALDANA,CELULAR,2026,julio,23,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,CELULAR,2026,febrero,23,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,CELULAR,2026,abril,2,2
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,CELULAR,2026,mayo,8,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,CELULAR,2026,julio,31,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1132,MACROPAY OAX VALERIO TRUJANO,CELULAR,2026,mayo,24,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1136,MACROPAY TEHUACAN 1 SUR,CELULAR,2026,julio,25,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1137,MACROPAY TEHUACAN AGUSTIN,CELULAR,2026,marzo,20,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1138,MACROPAY TEHUACAN 5 SUR,CELULAR,2026,agosto,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1139,MACROPAY CORDOBA AV 6,CELULAR,2026,julio,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1140,MACROPAY HUAJUAPAN NUYOO,CELULAR,2026,mayo,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1140,MACROPAY HUAJUAPAN NUYOO,CELULAR,2026,julio,2,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,CELULAR,2026,febrero,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,CELULAR,2026,abril,11,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,CELULAR,2026,junio,4,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,CELULAR,2026,junio,20,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,CELULAR,2026,agosto,9,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1158,MACROPAY TLAX LIRA,CELULAR,2026,julio,21,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1159,MACROPAY TEXMELUCAN GRAN PLAZA L9,CELULAR,2026,abril,22,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1159,MACROPAY TEXMELUCAN GRAN PLAZA L9,CELULAR,2026,mayo,31,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1159,MACROPAY TEXMELUCAN GRAN PLAZA L9,CELULAR,2026,julio,12,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1165,MACROPAY IZUCAR D M. MORELOS,CELULAR,2026,junio,22,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1165,MACROPAY IZUCAR D M. MORELOS,CELULAR,2026,julio,30,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1169,MACROPAY ATLIXCO 3 SUR 318B,CELULAR,2026,abril,16,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1176,MACROPAY OAX PLAZA CRISTAL L4,CELULAR,2026,agosto,1,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1178,MACROPAY AMOZOC PLAZA ANGELINAS L5,CELULAR,2026,abril,24,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1190,MACROPAY PEROTE HUMBOLDT,PLUS,2026,julio,12,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1198,MACROPAY APIZACO CARRANZA,CELULAR,2026,marzo,6,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1201,MACROPAY ZACATELCO INDEPENDENCIA,CELULAR,2026,junio,21,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1201,MACROPAY ZACATELCO INDEPENDENCIA,CELULAR,2026,agosto,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1202,MACROPAY BANDERILLA JUAREZ,CELULAR,2026,mayo,23,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1204,MACROPAY ORIZABA MADERO,CELULAR,2026,abril,22,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,CELULAR,2026,marzo,3,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,CELULAR,2026,mayo,12,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,CELULAR,2026,junio,13,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,CELULAR,2026,junio,22,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,CELULAR,2026,agosto,3,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1244,MACROPAY ZUMPANGO FEDERICO,CELULAR,2026,abril,20,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1244,MACROPAY ZUMPANGO FEDERICO,CELULAR,2026,mayo,9,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1245,MACROPAY PUE REFORMA,PLUS,2026,agosto,15,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1252,MACROPAY TEPEAPULCO CD SAHAGUN L1,CELULAR,2026,abril,7,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1254,MACROPAY XALAPA REVOLUCIÓN,CELULAR,2026,marzo,3,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1257,MACROPAY IXMIQUILPAN PLAZA LNL29,CELULAR,2026,junio,22,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1261,MACROPAY TUXPAN MERCADO,CELULAR,2026,mayo,9,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1264,MACROPAY IZUCAR DE MATAMOROS GUERRERO,CELULAR,2026,mayo,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1264,MACROPAY IZUCAR DE MATAMOROS GUERRERO,CELULAR,2026,mayo,26,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1265,MACROPAY SANTA MARIA HUATULCO DR JARQUIN,CELULAR,2026,agosto,6,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1266,MACROPAY CRUCECITA HUATULCO EL MADERO L6,CELULAR,2026,mayo,5,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1266,MACROPAY CRUCECITA HUATULCO EL MADERO L6,CELULAR,2026,junio,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1273,MACROPAY NAOLINCO PLAZA MAYOR,CELULAR,2026,abril,27,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1274,MACROPAY CIUDAD CARDEL AZUETA,CELULAR,2026,julio,30,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1280,MACROPAY PUE BALCONES DEL SUR L16,CELULAR,2026,mayo,21,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1283,MACROPAY TULA 5 DE MAYO,CELULAR,2026,marzo,8,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1283,MACROPAY TULA 5 DE MAYO,CELULAR,2026,abril,17,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1288,MACROPAY PACHUCA VERTICE L13,CELULAR,2026,julio,11,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1288,MACROPAY PACHUCA VERTICE L13,CELULAR,2026,julio,15,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1292,MACROPAY TLAXIACA NIÑOS HEROES,CELULAR,2026,junio,25,1
VELOCI MOTORS,"MOTO VELOCI DYNAMIK PRO 200CC, NEGRO",108635002,SCOOTER,CEDIS CDMX,1295,MACROPAY TLALNE MULTI VALLE DORADO L25A,CELULAR,2026,julio,2,1
