Proveedor,Texto breve material,CATEGORIA,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SAN LUIS,MACROPAY AGUASCALIENTES V ASUNCION,1857,10,3VMA3ND16V2459678,1,$28937.59,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SAN LUIS,MACROPAY FRESNILLO CENTRO,1886,10,3VMA3ND10V2459773,1,$28937.59,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS SAN LUIS,MACROPAY SAN LUIS DE LA PAZ CENTRO,1855,10,3VMA3ND18V2459696,1,$28937.59,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3VMA3ND10V2452595,1,$29520.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY ACAYUCAN CENTRO,1789,10,3VMA3ND11T2421529,1,$29356.23,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,3VMA3ND12V2452632,1,$29221.00,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,3VMA3ND19V2452689,1,$29221.00,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ MOTOS,1796,10,3VMA3ND12V2452601,1,$29201.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY HUIMANGUILLO AV ESCOBAR,1281,10,3VMA3ND12V2452713,1,$29356.42,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY JUAN RODRIGUEZ VER CENTRO,1860,10,3VMA3ND10T2426608,1,$28921.80,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MACUSPANA MOTOS,1901,10,3VMA3ND17V2452612,1,$29520.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MATIAS ROMERO MOTOS CENTRO,1868,10,3VMA3ND19T2420841,1,$29584.87,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN L46C CHEDRAUI,1213,10,3VMA3ND16T2438648,1,$29353.14,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,3VMA3ND12V2452694,1,$28994.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,3VMA3ND18T2421544,1,$28994.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,3VMA3ND18T2421916,1,$28994.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY PARAISO CENTRO,1819,10,3VMA3ND13V2452686,1,$29520.20,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TEAPA CHACUIBA L9,1356,10,3VMA3ND13V2452543,1,$28921.80,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUX 5 SUR ORIENTE,1939,10,3VMA3ND14V2452700,1,$28921.80,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,3VMA3ND14V2452597,1,$28978.70,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUX PRIMERA PONIENTE SUR,1578,10,3VMA3ND18V2452702,1,$29035.61,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,3VMA3ND10V2452709,1,$28921.80,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3VMA3ND10V2452600,1,$29201.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,1760,10,3VMA3ND11V2452623,1,$29201.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,CEDIS TAB PXGL,MACROPAY VILLA PINO SUAREZ,1157,10,3VMA3ND1XV2452457,1,$29201.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3VMA3ND17T2437864,1,$29532.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3VMA3ND18T2437873,1,$29532.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI RAZZER HYPER SPORT 330, ROJO",STREET,PROVEEDOR,MACROPAY TECATE JUAREZ,1567,10,3VMA3ND15T2437863,1,$29532.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY APAN REFORMA,1366,10,3VMA2M333S2346749,1,$21845.76,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY APAXCO CENTRO,1849,10,3VMA2M332V2453022,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ATLIXCO 3 SUR 318B,1169,10,3VMA2M334V2466127,1,$23308.08,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ATLIXCO MOTOS 3 SUR,1847,10,3VMA2M330V2465850,1,$22802.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY CHALCO SORIANA LA CONCHITA L08,1596,10,3VMA2M337V2453369,1,$22415.99,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY CIUDAD CARDEL CENTRO,1906,10,3VMA2M338V2453249,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY COACALCO POWER CENTER,1362,10,3VMA2M338V2466132,1,$22692.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY COYOTEPEC P DE LA CONSTITUCION,1425,10,3VMA2M335V2465830,1,$23171.45,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY EZEQUIEL MONTES CENTRO,1903,10,3VMA2M333T2442902,1,$21576.51,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY GUTIERREZ ZAMORA CENTRO,1776,10,3VMA2M331T2392775,1,$22461.04,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY HUAJUAPAN B. JUAREZ,1129,10,3VMA2M33XV2465354,1,$22918.94,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY LOS REYES CENTRO TEPOZAN LC24,1783,10,3VMA2M339T2442824,1,$22592.73,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY MOR PUENTE DE IXTLA,1739,10,3VMA2M337T2430557,1,$21630.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY MOR ZAPATA AV. NO REELECCIÓN,1704,10,3VMA2M338T2442684,1,$21727.14,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY NAOLINCO PLAZA MAYOR,1273,10,3VMA2M338T2428994,1,$21630.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY NEZAHUALCOYOTL SORIANA L15,1406,10,3VMA2M332V2465378,1,$22918.94,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY NOCHIXTLAN PROGRESO,1321,10,3VMA2M330T2442680,1,$21727.14,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY OAX ALDAMA,1153,10,3VMA2M338V2465854,1,$22631.16,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY OAX MINA L318,1371,10,3VMA2M338T2377979,1,$21823.14,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PACHUCA VERTICE L13,1288,10,3VMA2M331V2453366,1,$22035.22,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PEROTE HUMBOLDT,1190,10,3VMA2M333V2452154,1,$22487.71,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PEROTE HUMBOLDT,1190,10,3VMA2M334V2466113,1,$22487.71,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PEROTE HUMBOLDT,1190,10,3VMA2M339V2452157,1,$22487.71,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PLAZA COACALCO CHEDRAUI L1,1611,10,3VMA2M336V2466128,1,$22692.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PUE 2 NORTE,1150,10,3VMA2M334T2381849,1,$22376.15,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY PUEBLA LIBRES CENTRO,1801,10,3VMA2M33XT2442833,1,$21576.51,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY QRO LAS AMERICAS L172,1299,10,3VMA2M334T2369832,1,$22955.89,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY SANTA MARIA HUATULCO DR JARQUIN,1265,10,3VMA2M339T2424033,1,$21854.84,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TECAMAC FCO GLEZ BOCANEGRA,1398,10,3VMA2M331V2465873,1,$22692.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TECAMAC MACROPLAZA LF14,1830,10,3VMA2M33XV2465855,1,$22802.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TEHUACAN 1 SUR,1136,10,3VMA2M334T2442889,1,$22918.94,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TEXMELUCAN CENTRO 2,1774,10,3VMA2M335T2442884,1,$21512.48,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TEXMELUCAN GRAN PLAZA L9,1159,10,3VMA2M333V2466202,1,$22692.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TIZAYUCA BULEVAR,1240,10,3VMA2M336V2465867,1,$22802.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TIZAYUCA HIMNO NACIONAL,1426,10,3VMA2M337V2466123,1,$23000.65,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TLANALAPA 16 DE ENERO,1243,10,3VMA2M334T2393001,1,$21963.47,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TLAX PARQUE VERTICE L14,1224,10,3VMA2M33XT2442685,1,$21727.14,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TOLUCA CENTRO MATAMOROS 215,1705,10,3VMA2M33XT2402896,1,$22255.94,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TULANCINGO 1ERO DE MAYO,1248,10,3VMA2M335V2453421,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY TULANCINGO CUAHUTEMOC L6,1250,10,3VMA2M330V2453391,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY VER CENTRO HIDALGO,1883,10,3VMA2M332V2452145,1,$22433.44,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY VERACRUZ AV MATAMOROS NORTE,1721,10,3VMA2M33XT2367373,1,$22487.21,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ZACUALTIPAN CALLE OCAMPO,1396,10,3VMA2M33XT2442671,1,$21695.89,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ZIMATLAN CENTRO,1846,10,3VMA2M332T2430210,1,$21623.53,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ZINACANTEPEC PLAZA MÍA L15,1308,10,3VMA2M330V2453388,1,$22511.13,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ZINACANTEPEC PLAZA MÍA L15,1308,10,3VMA2M338V2466129,1,$22511.13,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,MACROPAY ZUMPANGO AV INSURGENTES,1813,10,3VMA2M333V2453420,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,PLAZA CHILPANCINGO,1889,10,3VMA2M33XV2453382,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CDMX,PUEBLA 18 PONIENTE,1895,10,3VMA2M337V2465845,1,$22692.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CULIACAN,MACROPAY CANATLAN CENTRO,1871,10,3VMA2M333V2465888,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CULIACAN,MACROPAY GUAYMAS CENTRO 112,1882,10,3VMA2M332V2465879,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CULIACAN,MACROPAY HERMOSILLO CENTRO NORIEGA,1911,10,3VMA2M336V2452083,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS CULIACAN,MACROPAY MAZATLAN CENTRO,1863,10,3VMA2M33XV2452166,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3VMA2M331V2466019,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3VMA2M339V2465975,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,LOMAS DE POLANCO GUADALAJARA,1884,10,3VMA2M332V2466014,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,LOMAS DE POLANCO GUADALAJARA,1884,10,3VMA2M337V2466154,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,MACROPAY APATZINGAN CENTRO CATEDRAL,1834,10,3VMA2M338S2356158,1,$21651.33,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,MACROPAY GDL MOTOS PASEO ALCALDE,1919,10,3VMA2M330V2466013,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,MACROPAY GDL MOTOS PASEO ALCALDE,1919,10,3VMA2M335V2466038,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,MACROPAY JAL TONALA FUENTES SAN GASPAR,1449,10,3VMA2M337V2452979,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,MACROPAY JAL TONALA JAVIER MINA,1521,10,3VMA2M336V2466016,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS GDL,MACROPAY ZIHUATANEJO CENTRO,1853,10,3VMA2M334V2453376,1,$22429.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY CUN CHEDRAUI MUNDO MAYA,1877,10,3VMA2M336T2423888,1,$22854.06,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3VMA2M335V2452947,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3VMA2M333T2416705,1,$21992.73,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY HUNUCMA CALLE 27,1087,10,3VMA2M339T2430074,1,$21507.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY MID EMILIO SEIJO,1069,10,3VMA2M334V2452163,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY MID EULOGIO,1015,10,3VMA2M337V2452965,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY MID MOTOS CALLE 56,1100,10,3VMA2M330V2452953,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY OXKUTZCAB CALLE 48,1048,10,3VMA2M332T2423760,1,$21507.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY TICUL CALLE 23,1046,10,3VMA2M333V2452347,1,$23661.82,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY TULUM CHEDRAUI L01 PLUS,1916,10,3VMA2M334T2417118,1,$21507.52,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS MID,MACROPAY VALLADOLID MOTOS CALLE 39,1748,10,3VMA2M338V2452313,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS SALTILLO,MACROPAY SABINAS CENTRO,1938,10,3VMA2M332V2452324,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS SAN LUIS,HEB EJERCITO TAMPICO,1930,10,3VMA2M336V2452309,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS SAN LUIS,MACROPAY AGUASCALIENTES V ASUNCION,1857,10,3VMA2M333V2452266,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS SAN LUIS,MACROPAY SALAMANCA PLAZA VIA ALTA L1018A,1415,10,3VMA2M334V2452311,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS SAN LUIS,MACROPAY SLP CENTRO REFORMA,1841,10,3VMA2M337V2452304,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS SAN LUIS,MACROPAY SLP RIO VERDE CENTRO,1759,10,3VMA2M339V2452319,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS TAB PXGL,MACROPAY AGUA DULCE OBRERA,1749,10,3VMA2M332V2466028,1,$22817.56,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3VMA2M335V2453130,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS TAB PXGL,MACROPAY COMALCALCO CHEDRAUI L 2,1211,10,3VMA2M333V2466023,1,$24851.60,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS TAB PXGL,MACROPAY COSAMALOAPAN OCAMPO,1241,10,3VMA2M334V2452194,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS TAB PXGL,MACROPAY HUIMANGUILLO BENITO JUAREZ,1699,10,3VMA2M33XV2452183,1,$22585.10,0,$0,0,0
VELOCI MOTORS,"MOTO VELOCI REVENGE DYNAMIK  220CC, GRIS",DOBLE PROPOSITO,CEDIS TAB PXGL,MACROPAY HUIXTLA ZARAGOZA,1184,10,3VMA2M33XT2430097,1,$21519.70,0,$0,0,0
