Proveedor,Texto breve material,Material,CEDIS MOTOS,Centro,SUCURSAL,Año,Mes,Día,Suma de Cantidad
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,mayo,20,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,julio,4,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS SAN LUIS,1892,MACROPAY CELAYA PARQUE LB16,2026,junio,26,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS TAB PXGL,1124,MACROPAY TEAPA GREGORIO,2026,junio,27,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS TAB PXGL,1268,MACROPAY TENOSIQUE CALLE 28,2026,abril,25,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS TAB PXGL,1281,MACROPAY HUIMANGUILLO AV ESCOBAR,2026,junio,30,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,abril,29,1
BODESA,"MOTO BDS SB 180CC, NEGRO",109569002,CEDIS TAB PXGL,1773,MACROPAY CD DEL CARMEN CALLE 22,2026,junio,22,1
BODESA,"MOTO BDS STARK 220CC, ROJO",110244001,CEDIS TAB PXGL,1749,MACROPAY AGUA DULCE OBRERA,2026,agosto,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,2026,enero,10,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,2026,enero,3,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,2026,enero,17,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1153,MACROPAY OAX ALDAMA,2026,febrero,27,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1159,MACROPAY TEXMELUCAN GRAN PLAZA L9,2026,abril,21,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1169,MACROPAY ATLIXCO 3 SUR 318B,2026,julio,29,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1190,MACROPAY PEROTE HUMBOLDT,2026,marzo,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1248,MACROPAY TULANCINGO 1ERO DE MAYO,2026,junio,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1274,MACROPAY CIUDAD CARDEL AZUETA,2026,junio,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1284,MACROPAY TEPEAPULCO AV MORELOS,2026,enero,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1288,MACROPAY PACHUCA VERTICE L13,2026,abril,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1300,MACROPAY METZTITLÁN ISAAC PIÑA,2026,mayo,10,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1300,MACROPAY METZTITLÁN ISAAC PIÑA,2026,julio,29,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,junio,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1308,MACROPAY ZINACANTEPEC PLAZA MÍA L15,2026,julio,20,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1365,MACROPAY ATOTONILCO REP DE CUBA,2026,abril,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1395,MACROPAY ACATLAN AV 16 DE ENERO,2026,abril,29,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1395,MACROPAY ACATLAN AV 16 DE ENERO,2026,julio,22,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1400,MACROPAY TLALNEPANTLA ENCUENTRO L29,2026,abril,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1426,MACROPAY TIZAYUCA HIMNO NACIONAL,2026,julio,24,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1480,MACROPAY EL PUEBLITO CITADINA L30,2026,febrero,6,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1529,MACROPAY ECATEPEC CHEDRAUI PALOMAS L4B,2026,julio,11,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1555,MACROPAY IZUCAR PLAZA L6,2026,junio,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1600,MACROPAY NAUCALPAN SAN MATEO L2,2026,abril,5,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1600,MACROPAY NAUCALPAN SAN MATEO L2,2026,abril,20,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1716,MACROPAY TULANCINGO 21 DE MARZO,2026,marzo,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,2026,junio,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1731,MACROPAY CDMX PATIO MARTIN CARRERA,2026,marzo,8,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,enero,5,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,enero,4,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,febrero,8,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,marzo,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,marzo,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,agosto,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1823,MACROPAY LERMA SORIANA CENTRO L10,2026,julio,24,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1831,MACROPAY TUXPAN CENTRO JUAREZ,2026,febrero,21,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1847,MACROPAY ATLIXCO MOTOS 3 SUR,2026,febrero,1,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1847,MACROPAY ATLIXCO MOTOS 3 SUR,2026,marzo,29,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1847,MACROPAY ATLIXCO MOTOS 3 SUR,2026,mayo,3,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1854,MACROPAY JOJUTLA CENTRO,2026,febrero,8,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1870,MACROPAY ALAMO CENTRO,2026,abril,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1870,MACROPAY ALAMO CENTRO,2026,junio,20,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,junio,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,junio,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,2026,mayo,5,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1903,MACROPAY EZEQUIEL MONTES CENTRO,2026,julio,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1929,TECPAN DE GALEANA CENTRO,2026,febrero,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1929,TECPAN DE GALEANA CENTRO,2026,abril,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1929,TECPAN DE GALEANA CENTRO,2026,mayo,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CDMX,1936,HUATUSCO CENTRO VER,2026,febrero,22,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1826,MACROPAY MAZATLAN PLAZA ACAYA L7E,2026,mayo,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,2026,abril,24,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1848,MACROPAY CULIACAN EXPLANADA L33A,2026,junio,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1852,MACROPAY LOS MOCHIS CENTRO,2026,junio,17,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1865,MACROPAY DURANGO CENTRO,2026,febrero,22,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1865,MACROPAY DURANGO CENTRO,2026,mayo,11,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1865,MACROPAY DURANGO CENTRO,2026,mayo,20,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1865,MACROPAY DURANGO CENTRO,2026,junio,14,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1865,MACROPAY DURANGO CENTRO,2026,junio,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1871,MACROPAY CANATLAN CENTRO,2026,marzo,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1871,MACROPAY CANATLAN CENTRO,2026,mayo,18,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1882,MACROPAY GUAYMAS CENTRO 112,2026,febrero,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1882,MACROPAY GUAYMAS CENTRO 112,2026,abril,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1882,MACROPAY GUAYMAS CENTRO 112,2026,julio,4,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1911,MACROPAY HERMOSILLO CENTRO NORIEGA,2026,mayo,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS CULIACAN,1911,MACROPAY HERMOSILLO CENTRO NORIEGA,2026,julio,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1763,MACROPAY MANZANILLO CENTRO AV MEXICO,2026,abril,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,marzo,3,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,abril,21,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1832,MACROPAY APATZINGAN CENTRO ANDRADE,2026,febrero,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1832,MACROPAY APATZINGAN CENTRO ANDRADE,2026,febrero,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1832,MACROPAY APATZINGAN CENTRO ANDRADE,2026,febrero,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1832,MACROPAY APATZINGAN CENTRO ANDRADE,2026,mayo,17,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS GDL,1919,MACROPAY GDL MOTOS PASEO ALCALDE,2026,julio,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1010,MACROPAY MID PLAZA DORADA 3,2026,abril,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1012,MACROPAY MID CALLE 67,2026,junio,20,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1015,MACROPAY MID EULOGIO,2026,marzo,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1015,MACROPAY MID EULOGIO,2026,abril,18,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1015,MACROPAY MID EULOGIO,2026,mayo,26,-1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1036,MACROPAY CHT HEROES 109,2026,enero,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1036,MACROPAY CHT HEROES 109,2026,marzo,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1063,MACROPAY CUN PLAZA HEROES,2026,enero,30,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1071,MACROPAY CUN PLAZA 2000 PB,2026,febrero,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,enero,10,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,mayo,10,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,julio,22,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1104,MACROPAY PLAYA VILLAS DEL SOL L25,2026,febrero,8,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1427,MACROPAY LEONA VICARIO CTRA FEDERAL,2026,enero,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1427,MACROPAY LEONA VICARIO CTRA FEDERAL,2026,marzo,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1427,MACROPAY LEONA VICARIO CTRA FEDERAL,2026,abril,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1622,MACROPAY CUN MULTI VILLAS DEL MAR CINES,2026,mayo,24,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,abril,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,marzo,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,10,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,17,2
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,enero,20,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,marzo,1,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,abril,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,abril,27,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,enero,9,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,enero,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,mayo,17,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1797,MACROPAY ESCARCEGA J SIERRA MOTOS,2026,junio,14,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,marzo,3,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,marzo,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,marzo,12,-1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1844,MACROPAY TULUM ARRICE MOTOS,2026,marzo,17,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1872,MACROPAY DZIDZANTUN CENTRO,2026,mayo,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,enero,5,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,marzo,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,marzo,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,mayo,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,mayo,29,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,agosto,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,abril,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,julio,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1908,BACALAR AVENIDA 7,2026,junio,10,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,abril,18,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,mayo,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,enero,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,junio,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS MID,2010,MACROPAY CUN MULTI LAKIN A42,2026,junio,3,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1525,MACROPAY ESCOBEDO MI TIENDA L16E,2026,junio,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1585,MACROPAY CADEREYTA SORIANA LD5,2026,febrero,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1585,MACROPAY CADEREYTA SORIANA LD5,2026,julio,12,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1772,MACROPAY TORREON CENTRO,2026,enero,6,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1859,MACROPAY SAN PEDRO COAHUILA CENTRO,2026,marzo,30,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1859,MACROPAY SAN PEDRO COAHUILA CENTRO,2026,abril,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1859,MACROPAY SAN PEDRO COAHUILA CENTRO,2026,mayo,1,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1859,MACROPAY SAN PEDRO COAHUILA CENTRO,2026,junio,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1904,MACROPAY MATAMOROS CENTRO ABASOLO,2026,mayo,12,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1924,MACROPAY STA CATARINA SENDERO LC08,2026,julio,5,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SALTILLO,1927,MACROPAY MATAMOROS PATIO L25C,2026,julio,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1415,MACROPAY SALAMANCA PLAZA VIA ALTA L1018A,2026,abril,4,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1415,MACROPAY SALAMANCA PLAZA VIA ALTA L1018A,2026,abril,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1522,MACROPAY SLP HIDALGO,2026,enero,11,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1522,MACROPAY SLP HIDALGO,2026,julio,17,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1530,MACROPAY IRAPUATO FRAGARIA LB05,2026,febrero,1,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1615,MACROPAY SLP CITADINA SOLEDAD LP40,2026,enero,30,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1784,MACROPAY SAN LUIS DE LA PAZ RAYON,2026,marzo,31,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1788,MACROPAY SLP CENTRO PIPILA,2026,febrero,13,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1788,MACROPAY SLP CENTRO PIPILA,2026,abril,24,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1837,MACROPAY SOLEDAD DE GRACIANO CENTRO,2026,enero,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1855,MACROPAY SAN LUIS DE LA PAZ CENTRO,2026,febrero,5,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1855,MACROPAY SAN LUIS DE LA PAZ CENTRO,2026,abril,8,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1855,MACROPAY SAN LUIS DE LA PAZ CENTRO,2026,julio,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,2026,febrero,14,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,2026,febrero,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,2026,abril,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,2026,mayo,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,febrero,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,abril,9,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,abril,21,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,mayo,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,mayo,15,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,mayo,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1886,MACROPAY FRESNILLO CENTRO,2026,julio,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1912,SAN LUIS POTOSI FUNDADORES,2026,julio,16,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1918,MACROPAY AGUASCALIENTES ESPACIO,2026,junio,23,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS SAN LUIS,1918,MACROPAY AGUASCALIENTES ESPACIO,2026,agosto,1,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1097,MACROPAY TUX 7MA SUR PONIENTE,2026,mayo,26,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1114,MACROPAY PARAISO OCAMPO,2026,abril,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1125,MACROPAY CUNDUACAN CENTRAL,2026,julio,1,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1157,MACROPAY VILLA PINO SUAREZ,2026,junio,2,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1170,MACROPAY PALENQUE 2ND PONIENTE,2026,mayo,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1187,MACROPAY ARRIAGA CENTRAL SUR,2026,julio,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1188,MACROPAY EMILIANO ZAPATA CORREGIDORA,2026,mayo,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,2026,junio,7,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1241,MACROPAY COSAMALOAPAN OCAMPO,2026,junio,28,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1428,MACROPAY CHEDRAUI MACUSPANA L6,2026,febrero,19,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1749,MACROPAY AGUA DULCE OBRERA,2026,marzo,25,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,abril,29,1
BODESA,"MOTO BDS STARK 250CC, GRIS",108726002,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,junio,7,1
