Proveedor,Texto breve material,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS GDL,MACROPAY MANZANILLO PUNTO BAHIA L A13,1736,10,3SAGE1GAXT1002999,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS GDL,MACROPAY MORELIA CENTRO SORIANA L 022,1712,10,3SAGE1GA4T1001721,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS GDL,MACROPAY URUAPAN CENTRO,1816,10,3SAGE1GA0T1002476,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS GDL,MACROPAY ZAMORA MICH FCO I MADERO 288,1706,10,3SAGE1GA5T1001808,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,CEDIS MERIDA,11,140,3SAGE1GA2T1003046,1,$23662.38,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,CEDIS MERIDA,11,140,3SAGE1GA7T1002765,1,$23662.38,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY CAMP CALLE 49,1095,10,3SAGE1GA8T1002273,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY CARRILLO PTO CALLE 7,1123,10,3SAGE1GA4T1002402,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY CENOTILLO CALLE 19,1054,10,3SAGE1GA1T1002261,1,$23858.49,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY CHT MOTOS OTHON,1738,10,3SAGE1GA7T1002927,1,$23410.50,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3SAGE1GA4T1002707,1,$23662.37,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3SAGE1GA6T1002739,1,$23662.37,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3SAGE1GA6T1002322,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3SAGE1GA7T1002605,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY IZAMAL MOTOS,1907,10,3SAGE1GAXT1002100,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY KANASIN CALLE 21,1454,10,3SAGE1GA7T1002894,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY LEONA VICARIO CTRA FEDERAL,1427,10,3SAGE1GA3T1002200,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID CALLE 63,1003,10,3SAGE1GA0T1002977,1,$23430.69,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID CALLE 63,1003,10,3SAGE1GA4T1002979,1,$23430.69,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID EMILIO SEIJO,1069,10,3SAGE1GA1T1002244,1,$23968.09,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID GARCIA REJON,1006,10,3SAGE1GA2T1002804,1,$23662.38,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID KUKULCAN L03,1390,10,3SAGE1GA9T1002136,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID MACROPLAZA L B21,1013,10,3SAGE1GA8T1002337,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY MID ORIENTE,1017,10,3SAGE1GA7T1002782,1,$23285.88,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY OXKUTZCAB CALLE 49,1072,10,3SAGE1GA6T1002336,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY PETO CALLE 31,1093,10,3SAGE1GA8T1001690,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY PLAYA AV JUAREZ PLUS,1909,10,3SAGE1GA1T1002230,1,$24475.68,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY PROGRESO MOTOS CALLE 27,1934,10,3SAGE1GA3T1002181,1,$24504.52,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY TECOH CALLE 28,1088,10,3SAGE1GA9T1002203,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY TEKIT CALLE 26,1391,10,3SAGE1GA7T1002152,1,$24044.99,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY TICUL CALLE 26,1045,10,3SAGE1GA9T1002881,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY TULUM ARRICE MOTOS,1844,10,3SAGE1GA8T1002256,1,$24475.68,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY TULUM CHEDRAUI L01 PLUS,1916,10,3SAGE1GAXT1001626,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY TZUCACAB CALLE 20,1531,10,3SAGE1GA6T1001977,1,$24045.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY VALLADOLID MOTOS CALLE 39,1748,10,3SAGE1GA6T1001669,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS MID,MACROPAY VALLADOLID MOTOS CALLE 39,1748,10,3SAGE1GAXT1001237,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SALTILLO,MACROPAY SALTILLO SENDERO SUR LE7-9,1923,10,3SAGE1GA6T1001557,1,$22999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,3SAGE1GA5T1002425,1,$22999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SALTILLO,MACROPAY TORREON SORIANA INDEPEND L8,1719,10,3SAGE1GA3T1001726,1,$22999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SAN LUIS,MACROPAY CENTRO HNOS ALDAMA,1817,10,3SAGE1GA8T1002001,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SAN LUIS,MACROPAY SALAMANCA PLAZA VIA ALTA L1018A,1415,10,3SAGE1GA7T1002250,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SAN LUIS,MACROPAY SLP CALLEJON DEL CODO,1639,10,3SAGE1GA7T1001826,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SAN LUIS,MACROPAY TAMPICO CENTRO ADUANA,1753,10,3SAGE1GA1T1001286,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS SAN LUIS,MACROPAY TAMPICO CENTRO LOPEZ DE LARA,1775,10,3SAGE1GA7T1001597,1,$22499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA4T1002691,1,$23540.78,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA4T1002822,1,$23540.78,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA8T1002709,1,$23540.78,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA9T1002685,1,$23540.78,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAGE1GA9T1002718,1,$23540.78,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,3SAGE1GA4T1002075,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22,1773,10,3SAGE1GA4T1003047,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3SAGE1GA4T1002514,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY CD DEL CARMEN ZENTRALIA,1064,10,3SAGE1GA6T1001865,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY COATZA MERCADO MORELOS,1803,10,3SAGE1GA1T1001434,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ MOTOS,1796,10,3SAGE1GA5T1002022,1,$23219.04,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ MOTOS,1796,10,3SAGE1GA7T1002801,1,$23219.04,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY EMILIANO ZAPATA CORREGIDORA,1188,10,3SAGE1GA3T1002732,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY MACUSPANA MIGUEL H 332,1094,10,3SAGE1GA6T1002742,1,$23328.62,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY MACUSPANA MOTOS,1901,10,3SAGE1GA3T1002987,1,$23328.62,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HID MOTOS,1827,10,3SAGE1GA9T1001911,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY MINATITLAN MIGUEL HIDALGO,1375,10,3SAGE1GAXT1001870,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY MOTOZINTLA LAS CANOAS,1193,10,3SAGE1GA6T1001560,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY TIERRA BLANCA CENTRO,1771,10,3SAGE1GA0T1002350,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY TUX MOTOS NOVENA SUR,1875,10,3SAGE1GA9T1003013,1,$23326.68,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY TUXTEPEC 20 DE NOV,1134,10,3SAGE1GA1T1002101,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY TUXTLA TERAN 2 ORIENTE,1613,10,3SAGE1GA4T1001671,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY VER SAN ANDRES MOTOS,1798,10,3SAGE1GA6T1002711,1,$23199.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY VILLA LERDO DE TEJADA 2 316,1768,10,3SAGE1GA9T1001987,1,$23432.35,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",CEDIS TAB PXGL,MACROPAY VILLA MADERO 939,1127,10,3SAGE1GA8T1003004,1,$23432.35,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3SAGE1GA7T1002992,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",PROVEEDOR,ENSENADA CENTRO GASTELUM,1949,10,3SAGE1GA9T1002797,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GA0T1002221,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GA4T1002786,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GA7T1002233,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",PROVEEDOR,MACROPAY MISION SOLER TIJUANA,1824,10,3SAGE1GAXT1002887,1,$23679.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 200CC, NEGRO",VENTA DINAMO,MACROPAY SALINA CRUZ PABELLON L5,1142,10,3SAGE1GA4T1002738,1,$23239.08,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY APAN REFORMA,1366,10,3SAAF1GA3T1000854,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY ATIZAPAN SORIANA VILL HACIENDA,1461,10,3SAAF1GA4V1001790,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY CDMX COLONIA PORTALES,1735,10,LGVSNPC05TZ202083,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY CDMX COYOACAN CANTIL L20,1614,10,LGVSNPC00TZ202024,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY CDMX PLAZA EXHIBIMEX L16,1403,10,3SAAF1GA2T1001106,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY CHIMALHUACAN SORIANA PEÑON L1,1566,10,LGVSNPC07TZ202098,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY COYOTEPEC P DE LA CONSTITUCION,1425,10,3SAAF1GA6V1001662,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY CUAU CENTRO SAN MIGUEL L15,1303,10,3SAAF1GA7V1001573,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY EZEQUIEL MONTES CENTRO,1903,10,3SAAF1GA4T1001429,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY LERMA SORIANA CENTRO L10,1823,10,3SAAF1GA6T1001013,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY LERMA SORIANA CENTRO L10,1823,10,LGVSNPC02TZ202140,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY MEXICALTZINGO NARCISO MENDOZA,1787,10,3SAAF1GA4T1001480,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY NAUCALPAN SAN MATEO L2,1600,10,3SAAF1GA1T1000884,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY OAX ALDAMA,1153,10,3SAAF1GAXT1000933,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY PACHUCA VERTICE L13,1288,10,3SAAF1GA3T1001180,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY PACHUCA VICENTE GUERRERO,1319,10,LGVSNPC03TZ202129,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TECAMAC MACROPLAZA LF14,1830,10,LGVSNPC09TZ202135,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TECAMAC SORIANA MDO II L4-5,1605,10,LGVSNPC08TZ202045,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TIZAYUCA HIMNO NACIONAL,1426,10,3SAAF1GAXV1001633,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TLALNEPANTLA CENTRO,1902,10,3SAAF1GA0T1000973,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TLALNEPANTLA CENTRO,1902,10,3SAAF1GA1T1001260,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TLANALAPA 16 DE ENERO,1243,10,LGVSNPC0XTZ111083,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY TUXPAN MERCADO,1261,10,3SAAF1GA3T1001454,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY XOCHIMILCO,1697,10,3SAAF1GA8V1001842,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CDMX,MACROPAY ZINACANTEPEC PLAZA MÍA L15,1308,10,3SAAF1GA6V1001564,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CULIACAN,MACROPAY CD OBREGON CENTRO,1891,10,LGVSNPC07TZ202067,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CULIACAN,MACROPAY DURANGO CENTRO B JUAREZ,1864,10,3SAAF1GA7T1001506,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CULIACAN,MACROPAY GUAYMAS CENTRO 112,1882,10,3SAAF1GA9T1001300,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CULIACAN,MACROPAY HERMOSILLO PATIO L06D,1922,10,3SAAF1GAXT1001421,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS CULIACAN,MACROPAY LA PAZ PLAZA ALAMEDA L3,1659,10,3SAAF1GA6T1001190,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA0V1001558,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA1V1001813,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA3V1001523,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA5V1001619,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GA7V1001606,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,CEDIS MACROPAY GUADALAJARA,25,140,3SAAF1GAXV1001647,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,COLIMA PLAZA SAN FERNANDO,1947,10,LGVSNPC0XTZ202130,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,MACROPAY APATZINGAN CENTRO ANDRADE,1832,10,3SAAF1GA0T1001458,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS GDL,MACROPAY GDL EL FRESNO,1905,10,3SAAF1GA4T1001205,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY CHT MOTOS OTHON,1738,10,3SAAF1GA6T1001187,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3SAAF1GA2T1001221,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY CUN PLAZA HEROES MOTOS,1752,10,3SAAF1GAXT1001225,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY ESCARCEGA H. MARTINEZ,1098,10,3SAAF1GA0T1001475,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY ESCARCEGA J SIERRA MOTOS,1797,10,3SAAF1GA0T1001234,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY MID EMILIO SEIJO,1069,10,3SAAF1GAXT1001192,1,$26775.72,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY PLAYA AV JUAREZ PLUS,1909,10,3SAAF1GA3T1001177,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY PROGRESO MOTOS CALLE 27,1934,10,3SAAF1GA7T1001425,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY PUERTO MORELOS L9,1103,10,3SAAF1GA7T1001375,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY TULUM ARRICE MOTOS,1844,10,3SAAF1GA7T1001151,1,$26775.72,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS MID,MACROPAY TULUM CHEDRAUI L01 PLUS,1916,10,3SAAF1GA0T1001461,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SALTILLO,MACROPAY ESCOBEDO MI TIENDA L16E,1525,10,3SAAF1GA7T1001490,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SALTILLO,MACROPAY MATAMOROS CENTRO ABASOLO,1904,10,LGVSNPC09TZ202023,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SALTILLO,MACROPAY RIO BRAVO MI TIENDA DEL AHORRO,1635,10,3SAAF1GAXT1001239,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SALTILLO,MACROPAY TORREON CENTRO,1772,10,LGVSNPC09TZ202054,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SALTILLO,MACROPAY TORREON CENTRO HIDALGO,1941,10,3SAAF1GA4T1001494,1,$25499.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,CD MANTE CENTRO,1888,10,3SAAF1GA9T1001412,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,LGVSNPC05TZ202133,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,MACROPAY AGUASCALIENTES V ASUNCION,1857,10,3SAAF1GA7T1001408,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,MACROPAY IRAPUATO FRAGARIA LB05,1530,10,LGVSNPC09TZ202152,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,MACROPAY SALAMANCA PLAZA VIA ALTA L1018A,1415,10,3SAAF1GA8T1001420,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,MACROPAY SAN LUIS DE LA PAZ CENTRO,1855,10,LGVSNPC01TZ202159,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS SAN LUIS,MACROPAY TAMPICO CENTRO ADUANA,1753,10,3SAAF1GA4T1001253,1,$24999.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS TAB PXGL,MACROPAY AGUA DULCE OBRERA,1749,10,3SAAF1GA6T1001304,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS TAB PXGL,MACROPAY CARDENAS CENTRAL,1743,10,3SAAF1GA0T1001492,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS TAB PXGL,MACROPAY CARDENAS PORTALES CENTRO,1802,10,LGVSNPC06TZ202089,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS TAB PXGL,MACROPAY CD CARMEN CALLE 20,1090,10,LGVSNPC00TZ202041,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS TAB PXGL,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,1811,10,3SAAF1GA3T1001194,1,$25699.00,0,$0,0,0
BODESA,"MOTO BDS HAWK 250CC, AZUL",CEDIS TAB PXGL,MACROPAY COATZACOALCOS JUAREZ,1429,10,LGVSNPC09TZ202099,1,$25699.00,0,$0,0,0
